Blastx evalue	Query ID	Protein Description	Count	Taxonomy	Tax ID	Rep ID	Target	Chromosome	UGA-SECIS	Free Energy
5e-17	lcl|UniRef50_A0A6J1VY73	Glutathione peroxidase	n=4	Tax=Bilateria	TaxID=33213	RepID=A0A6J1VY73_9SAUR	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_163 Strand: -	743	-13.7
4e-21	lcl|UniRef50_A0A6P7TGF8	Glutathione peroxidase	n=7	Tax=Protostomia	TaxID=33317	RepID=A0A6P7TGF8_OCTVU	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_75 Strand: +	484	-11.9
7e-21	lcl|UniRef50_A0A6P7TGF8	Glutathione peroxidase	n=7	Tax=Protostomia	TaxID=33317	RepID=A0A6P7TGF8_OCTVU	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_140 Strand: +	484	-11.9
8e-62	lcl|UniRef50_F0YBQ6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YBQ6_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_40 Strand: -	2310	-25.6
1e-61	lcl|UniRef50_F0YBQ6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YBQ6_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_349 Strand: -	2309	-24.3
5e-19	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_9 Strand: -	618	-18.4
3e-16	lcl|UniRef50_A0SWW1	Glutathione peroxidase	n=3	Tax=Protostomia	TaxID=33317	RepID=A0SWW1_CLOSI	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_507 Strand: -	621	-18.4
1e-25	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_4 Strand: -	418	-19.8
1e-25	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_268 Strand: +	418	-19.8
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_16 Strand: -	450	-20.5
4e-12	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_169 Strand: +	450	-20.5
3e-33	lcl|UniRef50_A0A1S3J7B4	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3J7B4_LINUN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_155 Strand: -	435	-23.2
3e-33	lcl|UniRef50_A0A1S3J7B4	Iodothyronine deiodinase	n=2	Tax=Lingula	TaxID=7574	RepID=A0A1S3J7B4_LINUN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_156 Strand: -	435	-23.2
4e-07	lcl|UniRef50_Q86VQ6	Thioredoxin reductase 3	n=57	Tax=Boreoeutheria	TaxID=1437010	RepID=TRXR3_HUMAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_24 Strand: -	392	-21.8
4e-07	lcl|UniRef50_Q86VQ6	Thioredoxin reductase 3	n=57	Tax=Boreoeutheria	TaxID=1437010	RepID=TRXR3_HUMAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_213 Strand: +	392	-21.8
8e-70	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_30 Strand: -	593	-18.0
8e-70	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_276 Strand: +	593	-18.0
2e-34	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_100 Strand: -	755	-8.9
2e-34	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Umbilicosphaera_foliosa_var_2878_1_1.mainGenome.fasta	scaffold_123 Strand: +	755	-8.9
2e-15	lcl|UniRef50_A0A521KCN5	Peroxiredoxin	n=2	Tax=Planctomycetes	TaxID=2026780	RepID=A0A521KCN5_9BACT	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_20 Strand: -	357	-34.4
2e-10	lcl|UniRef50_D8TMK2	Membrane selenoprotein	n=1	Tax=Volvox	TaxID=3068	RepID=D8TMK2_VOLCA	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_235 Strand: +	1530	-24.1
2e-57	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_35 Strand: -	384	-16.1
5e-35	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_72 Strand: +	493	-31.5
2e-38	lcl|UniRef50_A0A6P8HZM0	Glutathione peroxidase	n=5	Tax=Hexacorallia	TaxID=6102	RepID=A0A6P8HZM0_ACTTE	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_51 Strand: -	644	-28.5
6e-18	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_5 Strand: -	723	-17.0
2e-90	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_12 Strand: +	247	-32.8
2e-21	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_446 Strand: +	772	-32.8
4e-23	lcl|UniRef50_F0Y4K6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y4K6_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_22 Strand: +	358	-25.9
2e-29	lcl|UniRef50_F0YQM0	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YQM0_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_4 Strand: +	602	-18.3
0.0	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_26 Strand: +	152	-27.0
9e-25	lcl|UniRef50_A0SWW1	Glutathione peroxidase	n=3	Tax=Protostomia	TaxID=33317	RepID=A0SWW1_CLOSI	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_74 Strand: -	447	-26.8
9e-40	lcl|UniRef50_F0Y0W6	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y0W6_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_22 Strand: -	526	-15.8
1e-87	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_29 Strand: +	680	-21.9
0.0	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_26 Strand: +	1071	-13.6
1e-25	lcl|UniRef50_F0YAQ3	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YAQ3_AURAN	Isochrysis_sp_Dm2.mainGenome.fasta	scaffold_64 Strand: +	849	-22.4
3e-38	lcl|UniRef50_F0YQM0	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YQM0_AURAN	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_54 Strand: -	517	-21.7
7e-34	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_43 Strand: -	272	-24.1
2e-40	lcl|UniRef50_Q9Z0J5-2	Isoform 2 of Thioredoxin reductase 2, mitochondrial	n=298	Tax=Euteleostomi	TaxID=117571	RepID=Q9Z0J5-2	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_73 Strand: +	269	-23.6
4e-15	lcl|UniRef50_A0A1J0KJL1	Glutathione peroxidase (Fragment)	n=1	Tax=Symbiodinium	TaxID=329482	RepID=A0A1J0KJL1_9DINO	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_4 Strand: +	605	-21.5
7e-32	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_20 Strand: +	807	-24.7
1e-32	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_24 Strand: +	277	-21.3
3e-34	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_27 Strand: -	726	-16.3
9e-18	lcl|UniRef50_A0A6P8IP98	Glutathione peroxidase	n=4	Tax=Eukaryota	TaxID=2759	RepID=A0A6P8IP98_ACTTE	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_22 Strand: -	412	-21.0
1e-27	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_19 Strand: +	236	-6.6
1e-59	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_43 Strand: -	592	-26.1
5e-31	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Corisphaera_gracilis_var_Kamptner_NIES_2369.mainGenome.fasta	scaffold_66 Strand: -	485	-27.7
7e-24	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_735 Strand: +	274	-29.5
2e-25	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_3744 Strand: -	274	-29.5
9e-32	lcl|UniRef50_A0A6P7TGF8	Glutathione peroxidase	n=7	Tax=Protostomia	TaxID=33317	RepID=A0A6P7TGF8_OCTVU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_31 Strand: -	784	-15.4
9e-32	lcl|UniRef50_A0A6P7TGF8	Glutathione peroxidase	n=7	Tax=Protostomia	TaxID=33317	RepID=A0A6P7TGF8_OCTVU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_101 Strand: -	784	-15.4
3e-12	lcl|UniRef50_C1MRX5	Selenoprotein	n=1	Tax=Micromonas	TaxID=564608	RepID=C1MRX5_MICPC	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_4377 Strand: -	190	-26.6
2e-32	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_5967 Strand: -	140	-30.5
3e-26	lcl|UniRef50_Q00277	Glutathione peroxidase	n=11	Tax=Schistosomatidae	TaxID=31245	RepID=GPX1_SCHMA	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_665 Strand: -	492	-9.6
2e-22	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_695 Strand: -	486	-27.5
2e-23	lcl|UniRef50_A0A6P7TLX9	Glutathione peroxidase	n=4	Tax=Octopus	TaxID=6643	RepID=A0A6P7TLX9_OCTVU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_4072 Strand: +	486	-27.5
2e-24	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_75 Strand: +	392	-17.9
2e-26	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_1107 Strand: -	449	-15.3
5e-15	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_2791 Strand: -	632	-13.0
1e-92	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_1984 Strand: +	280	-9.1
1e-92	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_2716 Strand: -	280	-9.1
1e-10	lcl|UniRef50_Q86VQ6	Thioredoxin reductase 3	n=57	Tax=Boreoeutheria	TaxID=1437010	RepID=TRXR3_HUMAN	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_474 Strand: -	278	-22.0
9e-08	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_1863 Strand: +	741	-21.3
9e-08	lcl|UniRef50_A0SWV9	Glutathione peroxidase	n=4	Tax=Opisthorchiidae	TaxID=6196	RepID=A0SWV9_CLOSI	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_3924 Strand: +	741	-21.3
2e-28	lcl|UniRef50_Q0BZB3	Selenoprotein	n=3	Tax=Hyphomonas	TaxID=85	RepID=Q0BZB3_HYPNA	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_897 Strand: -	701	-21.6
8e-05	lcl|UniRef50_A0A1U7QT60	LOW QUALITY PROTEIN: sperm mitochondrial-associated cysteine-rich protein	n=7	Tax=Cricetidae	TaxID=337677	RepID=A0A1U7QT60_MESAU	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_2842 Strand: +	2425	-8.1
5e-24	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Calcidiscus_leptoporus_var_RCC1130.mainGenome.fasta	scaffold_3744 Strand: -	2911	-12.1
6e-25	lcl|UniRef50_A0A1J0KJL1	Glutathione peroxidase (Fragment)	n=1	Tax=Symbiodinium	TaxID=329482	RepID=A0A1J0KJL1_9DINO	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_2165 Strand: -	997	-36.3
6e-09	lcl|UniRef50_A0A145P6R4	Glutathione peroxidase (Fragment)	n=15	Tax=Eukaryota	TaxID=2759	RepID=A0A145P6R4_PORTR	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_2608 Strand: +	1696	-29.7
4e-29	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_1405 Strand: -	95	-22.1
4e-29	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_1406 Strand: -	95	-22.1
2e-08	lcl|UniRef50_UPI0014946D6E	phospholipid hydroperoxide glutathione peroxidase	n=1	Tax=Ailuropoda	TaxID=9646	RepID=UPI0014946D6E	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_163 Strand: +	2085	-21.2
2e-32	lcl|UniRef50_F0Y0W6	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y0W6_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_2341 Strand: -	446	-27.2
2e-22	lcl|UniRef50_F0Y2G1	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y2G1_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_374 Strand: -	492	-30.5
2e-22	lcl|UniRef50_F0Y2G1	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0Y2G1_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_375 Strand: -	492	-30.5
1e-36	lcl|UniRef50_F0YQM0	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YQM0_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_843 Strand: +	538	-24.7
5e-17	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_1405 Strand: -	2492	-64.9
5e-17	lcl|UniRef50_F0Y7Q7	Selenoprotein O (Fragment)	n=4	Tax=Pelagomonadales	TaxID=54409	RepID=F0Y7Q7_AURAN	Pseudohaptolina_sorokinii_var_GE_PG_IC_SORT_272_RCC5270.mainGenome.fasta	scaffold_1406 Strand: -	2492	-64.9
3e-15	lcl|UniRef50_F0YBL6	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YBL6_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_383 Strand: -	624	-24.4
1e-30	lcl|UniRef50_Q643Y7	Glutathione peroxidase	n=8	Tax=Digenea	TaxID=6179	RepID=Q643Y7_SCHMA	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_167 Strand: +	580	-29.0
9e-29	lcl|UniRef50_H2B641	Glutathione peroxidase	n=8	Tax=Protostomia	TaxID=33317	RepID=H2B641_9MAXI	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_13 Strand: -	447	-29.4
1e-16	lcl|UniRef50_P83564	Glutathione peroxidase 1, mitochondrial	n=2	Tax=Chlamydomonas	TaxID=3055	RepID=GPX1_CHLRE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_142 Strand: +	459	-32.4
5e-24	lcl|UniRef50_A8JGP7	Selenoprotein H	n=4	Tax=core	TaxID=2692248	RepID=A8JGP7_CHLRE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_37 Strand: -	290	-21.3
2e-43	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_78 Strand: -	636	-20.7
2e-19	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_3 Strand: -	80	-20.4
7e-54	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_287 Strand: +	542	-17.7
7e-54	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_288 Strand: +	542	-17.7
2e-46	lcl|UniRef50_A0A6P4ZHE4	Glutathione peroxidase	n=11	Tax=Eumetazoa	TaxID=6072	RepID=A0A6P4ZHE4_BRABE	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_46 Strand: +	493	-21.5
6e-12	lcl|UniRef50_V5UX97	Iodothyronine deiodinase (Fragment)	n=3	Tax=Cyprinoidei	TaxID=30727	RepID=V5UX97_PIMPR	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_257 Strand: -	426	-16.6
6e-12	lcl|UniRef50_V5UX97	Iodothyronine deiodinase (Fragment)	n=3	Tax=Cyprinoidei	TaxID=30727	RepID=V5UX97_PIMPR	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_258 Strand: -	426	-16.6
9e-24	lcl|UniRef50_A0A6I9HQS4	Glutathione peroxidase	n=10	Tax=Amniota	TaxID=32524	RepID=A0A6I9HQS4_GEOFO	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_57 Strand: +	464	-17.4
1e-12	lcl|UniRef50_F0YJ25	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YJ25_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_39 Strand: -	287	-25.0
1e-27	lcl|UniRef50_F0YC47	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YC47_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_74 Strand: +	594	-22.5
2e-09	lcl|UniRef50_A0A6J1V2X9	Peroxiredoxin-like 2 activated in M-CSF stimulated monocytes	n=8	Tax=Amniota	TaxID=32524	RepID=A0A6J1V2X9_9SAUR	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_415 Strand: +	510	-10.7
1e-31	lcl|UniRef50_F0XWF1	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0XWF1_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_438 Strand: -	210	-30.1
1e-31	lcl|UniRef50_F0XWF1	Selenoprotein	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0XWF1_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_439 Strand: -	210	-30.1
2e-29	lcl|UniRef50_F0YQM0	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YQM0_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_71 Strand: +	522	-25.1
1e-43	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_40 Strand: -	589	-31.0
3e-40	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_100 Strand: -	424	-21.1
3e-40	lcl|UniRef50_C1MNW8	Glutaredoxin-dependent peroxiredoxin	n=12	Tax=Eukaryota	TaxID=2759	RepID=C1MNW8_MICPC	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_15 Strand: -	463	-31.9
e-174	lcl|UniRef50_B9A1H3	Thioredoxin reductase SEP1	n=33	Tax=Eukaryota	TaxID=2759	RepID=TRXR1_EMIHU	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_77 Strand: -	225	-14.0
3e-33	lcl|UniRef50_F0YA04	Selenoprotein (Fragment)	n=1	Tax=Aureococcus	TaxID=44056	RepID=F0YA04_AURAN	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_50 Strand: +	510	-22.1
7e-62	lcl|UniRef50_Q50KB1	Protein disulfide-isomerase-like protein EhSep2	n=18	Tax=Eukaryota	TaxID=2759	RepID=SEP2_EMIHU	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_105 Strand: -	564	-24.2
3e-15	lcl|UniRef50_A0A3N5YFB3	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Desulfobacteraceae	TaxID=2049433	RepID=A0A3N5YFB3_9DELT	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_43 Strand: -	698	-16.3
3e-15	lcl|UniRef50_A0A3N5YFB3	Peptide-methionine (S)-S-oxide reductase (Fragment)	n=1	Tax=Desulfobacteraceae	TaxID=2049433	RepID=A0A3N5YFB3_9DELT	Chrysochromulina_leadbeateri_var_UIO393.mainGenome.fasta	scaffold_45 Strand: -	698	-16.3
6e-47	lcl|UniRef50_A0A6P8IP98	Glutathione peroxidase	n=4	Tax=Eukaryota	TaxID=2759	RepID=A0A6P8IP98_ACTTE	Dicrateria_rotunda_var_MicroPolar_03_F24PG5_RCC4501.mainGenome.fasta	scaffold_6 Strand: -	516	-28.3
